,x1,x2,y1,y2,y3,y4,y5,labels
0,-0.4712817264536127,0.9774187246806617,0.06804634777791131,-0.999189660905377,-0.1335745113762487,0.32981907827792667,0.41882791068228664,0.0
1,-0.4042141981667588,0.9953552834826455,0.17115871558492932,-0.9864366966348501,-0.016393190518800616,0.37186438809319716,0.47044184101134673,0.0
2,-0.3685756314504891,1.0072416984376393,0.2674253427648392,-1.0029019829238492,0.05204943934419132,0.4165314475086848,0.5120196908653182,0.0
3,-0.3093990852487773,0.9795359673523919,0.32422347838255117,-0.9960169664351347,0.1336146308931804,0.4515130568937154,0.5314004056230444,0.0
4,-0.22621238910985061,1.0052968400931284,0.3979895249689403,-0.9583950913831263,0.176106907415368,0.49954921192396323,0.529256199596676,0.0
5,-0.17506163486143334,0.9938174815663667,0.42385273629051234,-0.9652268672373395,0.25082073268749655,0.5300452718190948,0.5549770747799844,0.0
6,-0.12852706956659674,0.9730467660624444,0.4465476986526394,-0.9575392904862896,0.256006214431353,0.576042023370649,0.5820920472075626,0.0
7,-0.05323092957095316,0.9741273457063139,0.4661997466202152,-0.9268007870878586,0.2882891739083112,0.6182241604192464,0.6100309016949289,0.0
8,-0.00307148197371332,0.9886704992927466,0.45516459067985476,-0.9007913968565596,0.2686282614338801,0.662859934972019,0.652196267997495,0.0
9,0.059696832903573784,0.969502702180795,0.42717736029658515,-0.8499034695334936,0.24517747263308473,0.723552464862761,0.6893101737899525,0.0
10,0.13113368385564145,0.9511475540800652,0.3679892024926828,-0.8276929775874109,0.20134252171957004,0.7581592733557929,0.7543451576471611,0.0
11,0.1660672637520529,0.9378683417981789,0.32477541951272815,-0.791772920314816,0.15052221931807616,0.7781628632201674,0.8231066048036427,0.0
12,0.229717889762853,0.9307121261427338,0.278399537246212,-0.7598969885585045,0.10902398196021638,0.8295452707711994,0.8521591208723961,0.0
13,0.3046260408899006,0.911286446997792,0.21037118798781043,-0.7194900461428246,0.03752752794290942,0.8543532388848415,0.9391094836487669,0.0
